Geschäftsnummer;Bewilligungsdatum;Endverbraucherland;AG (GKV);MTCR (GKV);NSGI (GKV);NSGII (GKV);WA (GKV);ML (GKV);Anhang 5.1;Anhang 5.2;ChKV; Wert 
13079;20.09.2012;Hong Kong;;;;;3A001a2c;;;;; Fr. 36'500.00 
13080;20.09.2012;China;;;;;1B001e;;;;; Fr. 5'629'000.00 
13081;20.09.2012;Malaysia;;;;;6A005a6b2;;;;; Fr. 198'440.00 
13082;20.09.2012;Deutschland;;;;;;2a;;;; Fr. 1'721.00 
13083;20.09.2012;Ägypten;2B350i4;;;;;;;;; Fr. 126'321.00 
13084;20.09.2012;Thailand;;;;;3A001a10c;;;;; Fr. 98'844.00 
13085;20.09.2012;Israel;;;;;3A001a10c;;;;; Fr. 138'800.00 
13086;20.09.2012;Israel;;;;;3A001a10c;;;;; Fr. 5'351.00 
13087;20.09.2012;Italien;;;;2B201a1;2B001b1;;;;; Fr. 121'100.00 
13093;20.09.2012;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 6'446.00 
13097;20.09.2012;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 602'538.00 
13088;21.09.2012;Georgien;;;;;6A002c1;;;;; Fr. 36'100.00 
13088;21.09.2012;Georgien;;;;;6A002c1;;;;; Fr. 257'400.00 
13089;21.09.2012;China;2B350d5;;;;;;;;; Fr. 331'275.00 
13090;21.09.2012;Vereinigte Arabische Emirate;;;;;;1;;;; Fr. 90'090.00 
13091;21.09.2012;China;;;;2B201a2;2B001b2;;;;; Fr. 673'800.00 
13092;21.09.2012;Südafrika;;;;;;4c;;;; Fr. 14'400.00 
13094;24.09.2012;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 25'657.00 
13099;24.09.2012;Indien;;;;;2B001a;;;;; Fr. 345'000.00 
13100;24.09.2012;Singapur;;;;;3A001a2c;;;;; Fr. 430'000.00 
13102;24.09.2012;China;;;;2B201a;2B001b2;;;;; Fr. 254'227.00 
13101;25.09.2012;China;;;;2B001a1;2B001b1;;;;; Fr. 197'366.00 
13103;25.09.2012;China;;;;;6A005a6b2;;;;; Fr. 347'252.00 
13104;25.09.2012;Indien;;;;;;1a;;;; Fr. 915.00 
13105;25.09.2012;Taiwan, Provinz von China;;;;;;;5.1;;; Fr. 7'980.00 
13107;25.09.2012;Katar;2B350i4;;;;;;;;; Fr. 419'760.00 
13108;25.09.2012;Russische Föderation;;2B120;;;7B003a;;;;; Fr. 561'578.00 
13109;25.09.2012;Brasilien;;;;;;17h;;;; Fr. 2'590.00 
13110;25.09.2012;China;;;;2B201a1;2B001b2;;;;; Fr. 161'940.00 
13111;26.09.2012;Singapur;;;;1C231;;;;;; Fr. 5'000.00 
13112;26.09.2012;Russische Föderation;;;;;;1;;;; Fr. 31'467.00 
13113;26.09.2012;Kamerun;;;;;;1;;;; Fr. 7'560.00 
13114;26.09.2012;Indien;;;;;;;5.1;;; Fr. 1'900.00 
13115;26.09.2012;Indien;;;;;;;5.1;;; Fr. 1'900.00 
13116;26.09.2012;Indien;;;;;;;5.1;;; Fr. 1'900.00 
13117;26.09.2012;Slowenien;;;;2B201a2;2B001b2;;;;; Fr. 355'125.00 
13118;26.09.2012;Brasilien;;;;;5A002a1a;;;;; Fr. 36'000.00 
13119;26.09.2012;Katar;;;;;5A001i;;;;; Fr. 1'628'480.00 
13120;26.09.2012;Deutschland;;;;2B201a;2B001b;;;;; Fr. 443'559.00 
13121;27.09.2012;Rumänien;;;;3A228c;;;;;; Fr. 10'304.00 
13123;27.09.2012;China;;;;2B201a1;;;;;; Fr. 250'000.00 
13124;27.09.2012;China;;;;2B201a1;;;;;; Fr. 243'000.00 
13125;27.09.2012;China;;;;;3A001a10c;;;;; Fr. 5'259.00 
13126;27.09.2012;China;;;;;3A001a10c;;;;; Fr. 6'697.00 
13127;27.09.2012;China;;;;2B001a;2B001a;;;;; Fr. 289'254.00 
13128;27.09.2012;Guatemala;;;;;5A001i;;;;; Fr. 360.00 
13129;28.09.2012;China;;;;;3A001a2c;;;;; Fr. 64'600.00 
13130;28.09.2012;Singapur;;;;;;;5.1;;; Fr. 2'280.00 
13131;28.09.2012;Singapur;;;;;;;5.1;;; Fr. 1'140.00 
13132;28.09.2012;China;;;;;;;5.1;;; Fr. 569'862.00 
13133;28.09.2012;Russische Föderation;;7A103a;;;;;;;; Fr. 44'500.00 
13134;28.09.2012;Malaysia;;;;;6A005a6b2;;;;; Fr. 198'440.00 
13135;28.09.2012;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 570'143.00 
13136;28.09.2012;Oman;;;;;;11;;;; Fr. 47'000.00 
13137;01.10.2012;Peru;;7A103a;;;;;;;; Fr. 151'596.00 
13138;02.10.2012;China;2B352b;;;;;;;;; Fr. 69'752.00 
13140;02.10.2012;Singapur;;;;;3A001a5a2;;;;; Fr. 218'500.00 
13141;02.10.2012;Hong Kong;;;;;3A001a2c;;;;; Fr. 123'500.00 
13142;02.10.2012;Indien;;;;2B201a;;;;;; Fr. 161'843.00 
13143;02.10.2012;Katar;;;;;;1;;;; Fr. 4'330.00 
13139;03.10.2012;Slowenien;;;;;;;;5.2;; Fr. 10'542.00 
13144;03.10.2012;Indien;;;;;;1a;;;; Fr. 8'066.00 
13145;03.10.2012;China;;;;;3A001a2c;;;;; Fr. 82'200.00 
13148;03.10.2012;Indien;;;;2B201a;2B001b;;;;; Fr. 60'600.00 
13149;03.10.2012;Indonesien;;;;;5A002a1a;;;;; Fr. 496'800.00 
13150;03.10.2012;Mexiko;;;;;5A001i;;;;; Fr. 777'600.00 
13151;03.10.2012;Katar;2B350g2;;;;;;;;; Fr. 516'000.00 
13152;03.10.2012;China;;;;;3A001g2;;;;; Fr. 46'343.00 
13153;03.10.2012;China;;;;2B001a;2B001a;;;;; Fr. 180'372.00 
13154;03.10.2012;Tunesien;;;;2B201a1;2B001b2;;;;; Fr. 498'800.00 
13155;03.10.2012;Tunesien;;;;2B201a1;2B001b2;;;;; Fr. 498'800.00 
13156;03.10.2012;Tunesien;;;;2B201a1;2B001b2;;;;; Fr. 498'800.00 
13157;03.10.2012;Tunesien;;;;2B201a1;2B001b2;;;;; Fr. 498'800.00 
13158;03.10.2012;Tunesien;;;;2B201a1;2B001b2;;;;; Fr. 574'075.00 
13159;04.10.2012;Großbritannien (Vereinigtes Königreich);;;;;;7d;;;; Fr. 84.00 
13160;04.10.2012;Kolumbien;;;;;6A002c1;;;;; Fr. 9'167.00 
13160;04.10.2012;Kolumbien;;;;;6A002c1;;;;; Fr. 29'000.00 
13160;04.10.2012;Kolumbien;;;;;6A002c1;;;;; Fr. 23'200.00 
13160;04.10.2012;Kolumbien;;;;;6A002a3f;;;;; Fr. 8'111.00 
13161;04.10.2012;Chile;;;;;;15d;;;; Fr. 15.00 
13161;04.10.2012;Chile;;;;;6A002c1;;;;; Fr. 7'600.00 
13161;04.10.2012;Chile;;;;;6A002a3f;;;;; Fr. 7'300.00 
13162;04.10.2012;Bosnien und Herzegowina;;;;;;;5.1;;; Fr. 2'250.00 
13163;04.10.2012;Dänemark;;;;1B231b2;;;;;; Fr. 500.00 
13163;04.10.2012;Dänemark;;;;1C235;;;;;; Fr. 6'250.00 
13164;04.10.2012;Russische Föderation;;;;;2B001a;;;;; Fr. 263'443.00 
13165;04.10.2012;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 181'081.00 
13166;04.10.2012;Russische Föderation;;;;2B201a2;;;;;; Fr. 100'547.00 
13167;04.10.2012;Estland;;;;;6A002c1;15;;;; Fr. 601'172.00 
13146;05.10.2012;Russische Föderation;;;;2B201a1;;;;;; Fr. 266'895.00 
13168;05.10.2012;Serbien;;;;;6A002c1;;;;; Fr. 6'000.00 
13168;05.10.2012;Serbien;;;;;6A002c1;;;;; Fr. 29'000.00 
13168;05.10.2012;Serbien;;;;;6A002c1;;;;; Fr. 11'000.00 
13168;05.10.2012;Serbien;;;;;6A002a3f;;;;; Fr. 7'500.00 
13170;05.10.2012;Frankreich;;;;2B201a1;2B001b2;;;;; Fr. 276'829.00 
13171;05.10.2012;Thailand;;;;;6A002a2a;;;;; Fr. 12'250.00 
13172;05.10.2012;Frankreich;;;;1C235;;;;;; Fr. 6'450.00 
13172;05.10.2012;Frankreich;;;;1B231b2;;;;;; Fr. 250.00 
13173;05.10.2012;Chile;;;;;;;5.1;;; Fr. 3'588.00 
13174;05.10.2012;Indien;;;;;5A002a1a;;;;; Fr. 25'600.00 
13169;08.10.2012;Katar;;;;;5A002a1a;;;;; Fr. 319'858.00 
13175;08.10.2012;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 303'780.00 
13176;08.10.2012;China;;;;2B201a1;2B001b2;;;;; Fr. 226'992.00 
13178;08.10.2012;Russische Föderation;;;;;;14;;;; Fr. 8'995.00 
13180;08.10.2012;Malaysia;;;;2B001a;2B001a;;;;; Fr. 937'580.00 
13179;09.10.2012;Estland;;;;;6A005a6b2;;;;; Fr. 513'960.00 
13181;09.10.2012;Taiwan, Provinz von China;;;;;2B001a;;;;; Fr. 176'960.00 
13182;09.10.2012;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 1.00 
13182;09.10.2012;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 1'290'000.00 
13183;09.10.2012;Saudi-Arabien;;;;;;;;5.2;; Fr. 800'000.00 
13184;09.10.2012;Deutschland;;;;1C233;;;;;; Fr. 6'500.00 
13186;09.10.2012;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 101.00 
13187;09.10.2012;Deutschland;;;;2B226;;;;;; Fr. 213'868.00 
13188;09.10.2012;Thailand;;;;;6A002c1;;;;; Fr. 29'000.00 
13147;10.10.2012;Israel;;;;;1C010b;;;;; Fr. 10'680.00 
13189;10.10.2012;Indien;;;;3A228c;;;;;; Fr. 136'072.00 
13190;10.10.2012;Malaysia;;;;;1A002b1;;;;; Fr. 56'866.00 
13191;10.10.2012;Pakistan;;;;;;22a;;;; Fr. 87'875.00 
13192;10.10.2012;Katar;;;;;5A001i;;;;; Fr. 140'260.00 
13193;10.10.2012;Chile;;;;;;4c;;;; Fr. 6'328.00 
13194;10.10.2012;Indien;;;;;;4c;;;; Fr. 6'328.00 
13195;11.10.2012;Russische Föderation;;;;;2B001a;;;;; Fr. 208'182.00 
13196;11.10.2012;Singapur;;;;1C231;;;;;; Fr. 4'200.00 
13197;11.10.2012;Indonesien;;;;;6A002c1;;;;; Fr. 78'650.00 
13198;11.10.2012;Südafrika;;;;;6A005a6b2;;;;; Fr. 713'900.00 
13199;11.10.2012;Malaysia;;;;;6A005a6b2;;;;; Fr. 472'452.00 
13200;11.10.2012;Brasilien;;;;;2B001a;;;;; Fr. 1'284'885.00 
13201;11.10.2012;Russische Föderation;;;;;6A005a6b2;;;;; Fr. 593'844.00 
13204;11.10.2012;Rumänien;;;;2B201b1;;;;;; Fr. 230'393.00 
13203;12.10.2012;Vereinigte Arabische Emirate;;;;2B001a;2B001a;;;;; Fr. 200'000.00 
13205;12.10.2012;Kasachstan;;;;;;1a;;;; Fr. 156'700.00 
13206;12.10.2012;Singapur;;;;;3A002g2;;;;; Fr. 56'736.00 
13207;12.10.2012;Rumänien;;;;2B201b1;;;;;; Fr. 662'624.00 
13208;12.10.2012;Aserbaidschan;;;;;;;5.1;;; Fr. 200.00 
13209;12.10.2012;Slowenien;;;;;;;;5.2;; Fr. 40'000.00 
13210;12.10.2012;Paraguay;2B352e;;;;;;;;; Fr. 330'000.00 
13211;12.10.2012;China;;;;2B201b1;;;;;; Fr. 597'860.00 
13106;15.10.2012;Algerien;;;;;5A002a1a;;;;; Fr. 393'600.00 
13185;15.10.2012;China;;;;;;1a;;;; Fr. 138'015.00 
13212;15.10.2012;China;;;;1B231b2;;;;;; Fr. 6'500.00 
13212;15.10.2012;China;;;;1C235;;;;;; Fr. 39'100.00 
13213;15.10.2012;China;;;;;2B001a;;;;; Fr. 510'000.00 
13214;15.10.2012;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 285'491.00 
13215;15.10.2012;Russische Föderation;;;;3A228c;;;;;; Fr. 67'875.00 
13216;15.10.2012;Deutschland;;;0A001j;;;;;;; Fr. 1'000.00 
13217;15.10.2012;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 692'544.00 
13218;15.10.2012;Taiwan, Provinz von China;;;;;2B001a;;;;; Fr. 500'000.00 
13016;16.10.2012;Kolumbien;;;;;;;5.1;;; Fr. 15'990.00 
13219;16.10.2012;Russische Föderation;2B350e3;;;;;;;;; Fr. 1'900.00 
13219;16.10.2012;Russische Föderation;2B350g3;;;;;;;;; Fr. 10'550.00 
13219;16.10.2012;Russische Föderation;2B350d3;;;;;;;;; Fr. 1'100.00 
13220;16.10.2012;Russische Föderation;2B350g3;;;;;;;;; Fr. 9'350.00 
13221;16.10.2012;Russische Föderation;2B350g3;;;;;;;;; Fr. 3'850.00 
13222;16.10.2012;Libanon;;;;;5A001i;;;;; Fr. 485'000.00 
13223;16.10.2012;Indien;;;;2B201b1;;;;;; Fr. 182'000.00 
13224;16.10.2012;Slowakei, Slowakische Republik;;7A103a;;;;;;;; Fr. 44'500.00 
13202;17.10.2012;Deutschland;;;;2B201b;2B001c;;;;; Fr. 513'800.00 
13225;17.10.2012;Serbien;;;;;2B001a;;;;; Fr. 282'000.00 
13226;17.10.2012;Hong Kong;;;;;6A002c1;;;;; Fr. 11'300.00 
13227;17.10.2012;Indonesien;;;;;5A001f;;;;; Fr. 185'000.00 
13228;17.10.2012;Schweden;;;;2B201a;;;;;; Fr. 54'841.00 
13229;18.10.2012;China;;;;;2B001a;;;;; Fr. 126'868.00 
13230;18.10.2012;China;;;;;6A002a2a;;;;; Fr. 51'400.00 
13231;18.10.2012;Fidschi;;;;;5A002a1a;;;;; Fr. 48'000.00 
13232;18.10.2012;Frankreich;;;;2B201a1;2B001b2;;;;; Fr. 319'016.00 
13233;18.10.2012;Deutschland;;;;2B201a1;2B001b2;;;;; Fr. 337'968.00 
13234;18.10.2012;Hong Kong;;;;;3A001a5a5;;;;; Fr. 4'430.00 
13235;18.10.2012;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 310'000.00 
13236;18.10.2012;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 310'000.00 
13237;19.10.2012;China;;;;2B201a1;2B001b2;;;;; Fr. 309'005.00 
13238;19.10.2012;China;;;;2B201a1;2B001b2;;;;; Fr. 330'283.00 
13239;19.10.2012;Russische Föderation;;;;;2B001a;;;;; Fr. 680'137.00 
13240;19.10.2012;Belarus;;;;2B201a;2B001b;;;;; Fr. 640'432.00 
13241;19.10.2012;Belarus;;;;2B201a;2B001b;;;;; Fr. 444'000.00 
13242;22.10.2012;Kroatien (Hrvatska);;;;2B201a;2B001b;;;;; Fr. 973'260.00 
13244;22.10.2012;Serbien;;;;;2B001a;;;;; Fr. 50'800.00 
13247;22.10.2012;Israel;;;;;;10c;;;; Fr. 2'880.00 
13248;22.10.2012;Taiwan, Provinz von China;;;;;3A001a2c;;;;; Fr. 667'000.00 
13246;23.10.2012;Bahrain;;;;;;3a;;;; Fr. 1'060.00 
13246;23.10.2012;Bahrain;;;;;;1a;;;; Fr. 6'220.00 
13249;23.10.2012;China;;;;2B201a1;;;;;; Fr. 213'406.00 
13250;23.10.2012;Venezuela;;;;;5A001i;;;;; Fr. 1'000.00 
13251;23.10.2012;China;;;;2B201b;2B001c;;;;; Fr. 1'078'345.00 
13253;23.10.2012;China;;;;2B201a1;;;;;; Fr. 198'058.00 
13254;23.10.2012;Italien;;;;;;;5.1;;; Fr. 1.00 
13255;23.10.2012;Singapur;;;;;;;5.1;;; Fr. 1'428.00 
13256;23.10.2012;China;;;;2B201a1;2B001b2;;;;; Fr. 328'561.00 
13257;23.10.2012;China;;;;2B201a1;2B001b2;;;;; Fr. 329'229.00 
13258;23.10.2012;Russische Föderation;;;;2B231;;;;;; Fr. 119'388.00 
13259;23.10.2012;China;;;;2B201a1;2B001b2;;;;; Fr. 258'835.00 
13260;23.10.2012;China;;;;2B201a1;2B001b2;;;;; Fr. 309'336.00 
13261;23.10.2012;China;;;;1B231b2;;;;;; Fr. 3'200.00 
13261;23.10.2012;China;;;;1C235;;;;;; Fr. 8'700.00 
13262;23.10.2012;Vereinigte Staaten;;;;;;6a;;;; Fr. 1'385.00 
13262;23.10.2012;Vereinigte Staaten;;;;;;6a;;;; Fr. 22'440.00 
13263;23.10.2012;Malaysia;;;;;2B001a;;;;; Fr. 520'000.00 
13264;24.10.2012;Kanada;;;;;;;5.1;;; Fr. 1'960.00 
13265;24.10.2012;Deutschland;;;;;5A001i;;;;; Fr. 2'500.00 
13266;25.10.2012;Myanmar (Birma);;;;;;;5.1;;; Fr. 11'623.00 
13266;25.10.2012;Myanmar (Birma);;;;;;;5.1;;; Fr. 7'938.00 
13266;25.10.2012;Myanmar (Birma);;;;;;;5.1;;; Fr. 7'786.00 
13267;25.10.2012;Indien;;;;;;13;;;; Fr. 5'000'000.00 
13268;25.10.2012;Kolumbien;;;;;;13;;;; Fr. 5'000'000.00 
13269;25.10.2012;China;;;;;6A005a6b2;;;;; Fr. 150'244.00 
13270;25.10.2012;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 120'456.00 
13271;25.10.2012;Thailand;;;;;5A001i;;;;; Fr. 700.00 
13245;26.10.2012;Vereinigte Arabische Emirate;;;;;;4c;;;; Fr. 17'000.00 
13272;26.10.2012;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 1.00 
13272;26.10.2012;Russische Föderation;;;;2B201a1;2B001b;;;;; Fr. 2'294'014.00 
13273;26.10.2012;China;;;;;5B001a;;;;; Fr. 117'730.00 
13274;26.10.2012;China;;;;2B001a;2B001a;;;;; Fr. 299'500.00 
13275;26.10.2012;Slowenien;;;;;;;;5.2;; Fr. 10'538.00 
13276;26.10.2012;Ukraine;;;;2B201.b1;;;;;; Fr. 512'400.00 
13277;26.10.2012;Vereinigte Arabische Emirate;;;;;;;5.1;;; Fr. 9'500.00 
13278;26.10.2012;Deutschland;;;;1C233;;;;;; Fr. 6'500.00 
13279;26.10.2012;Indien;;;;2B201a;2B001b2;;;;; Fr. 469'085.00 
13280;26.10.2012;Indien;;;;2B201a1;2B001b2;;;;; Fr. 678'950.00 
13281;29.10.2012;Indien;;;;2B201b1;;;;;; Fr. 580'000.00 
13282;29.10.2012;China;2B352b;;;;;;;;; Fr. 562'600.00 
13283;29.10.2012;China;;;;2B201a1;;;;;; Fr. 3'192'750.00 
13284;29.10.2012;Indien;;;;2B201b1;;;;;; Fr. 350'000.00 
13285;29.10.2012;Indien;;;;2B201b1;;;;;; Fr. 560'000.00 
13286;29.10.2012;China;;;;2B201a1;2B001b2;;;;; Fr. 767'000.00 
13287;29.10.2012;Vereinigte Staaten;;;;1C235;;;;;; Fr. 14'000.00 
13288;29.10.2012;Israel;;;;;2B001a;;;;; Fr. 143'000.00 
13289;30.10.2012;Tunesien;;;;;;;;;2B4; Fr. 23'409.00 
13290;30.10.2012;Tunesien;;;;;;;;;2B4; Fr. 780.00 
13291;30.10.2012;Malaysia;;;;;5A002a1a;;;;; Fr. 10'300.00 
13292;30.10.2012;Hong Kong;;;;;3A001a2c;;;;; Fr. 10'700.00 
13293;30.10.2012;China;;;;2B201b1;;;;;; Fr. 513'000.00 
13294;30.10.2012;Indien;;;;2B201a;2B001b;;;;; Fr. 305'000.00 
13295;31.10.2012;Indien;2B350d5;;;;;;;;; Fr. 23'532.00 
13297;31.10.2012;Korea, Republik;;;;;;;5.1;;; Fr. 10'456.00 
13298;31.10.2012;China;;;;;2B001a;;;;; Fr. 210'000.00 
13299;31.10.2012;Indien;;7A103a;;;;;;;; Fr. 100'710.00 
13300;31.10.2012;Südafrika;;;;;5A002a1a;;;;; Fr. 8'000.00 
13301;01.11.2012;Türkei;;;;;;18a;;;; Fr. 90'100.00 
13302;01.11.2012;Pakistan;2B350g2;;;;;;;;; Fr. 1'075.00 
13303;01.11.2012;Frankreich;;;;2B201a1;2B001b2;;;;; Fr. 342'298.00 
13304;01.11.2012;Deutschland;2B350i4;;;;;;;;; Fr. 1'824.00 
13306;02.11.2012;Malaysia;;;;;;14;;;; Fr. 27'054.00 
13308;05.11.2012;Hong Kong;;;;;3A001a2c;;;;; Fr. 823'000.00 
13309;05.11.2012;Singapur;;;;;3A001a5a3;;;;; Fr. 190'900.00 
13310;05.11.2012;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 5'036.00 
13311;05.11.2012;China;;;;2B201a1;2B001b2;;;;; Fr. 947'159.00 
13312;05.11.2012;Russische Föderation;;;;2B201b1;;;;;; Fr. 274'398.00 
13313;06.11.2012;Tschechische Republik;;;;;5A001i;;;;; Fr. 3'500.00 
13314;06.11.2012;Bosnien und Herzegowina;;;;;;;5.1;;; Fr. 1'500.00 
13315;06.11.2012;Mauritius;;;;;3A002g2;;;;; Fr. 34'412.00 
13316;06.11.2012;Russische Föderation;;;;;6A003b4;;;;; Fr. 220'000.00 
13317;06.11.2012;China;2B350g4;;;;;;;;; Fr. 192'747.00 
13318;07.11.2012;Libanon;;;;;6A005a6b2;;;;; Fr. 329'406.00 
13319;07.11.2012;Singapur;;;;;6A002c1;;;;; Fr. 83'900.00 
13320;07.11.2012;Thailand;;;;;6A002c1;;;;; Fr. 581'400.00 
13321;07.11.2012;China;2B350g4;;;;;;;;; Fr. 24'600.00 
13321;07.11.2012;China;2B350d5;;;;;;;;; Fr. 15'500.00 
13322;07.11.2012;Indien;2B350g4;;;;;;;;; Fr. 15'380.00 
13323;07.11.2012;Brasilien;;;;;5A002a1a;;;;; Fr. 14'400.00 
13324;08.11.2012;Indien;;;;;;1a;;;; Fr. 9'400.00 
13324;08.11.2012;Indien;;;;;;3a;;;; Fr. 2'740.00 
13325;08.11.2012;Brasilien;;;;;6A005a6b2;;;;; Fr. 790'427.00 
13326;08.11.2012;Singapur;;;;;5A002a1a;;;;; Fr. 49'762.00 
13327;08.11.2012;Singapur;;;;;5A002a1a;;;;; Fr. 124'000.00 
13328;08.11.2012;Taiwan, Provinz von China;;;;;2D002;;;;; Fr. 9'095.00 
13329;08.11.2012;China;;;;;5A002a1a;;;;; Fr. 18'000.00 
13330;08.11.2012;Russische Föderation;;;;2B201a;2B001b;;;;; Fr. 2'187'630.00 
13331;08.11.2012;Tschechische Republik;;;;2B201a1;2B001b2;;;;; Fr. 289'427.00 
13332;08.11.2012;Indien;2B350g4;;;;;;;;; Fr. 10'827.00 
13333;08.11.2012;Deutschland;;;;;;10c2;;;; Fr. 1'870.00 
13334;09.11.2012;Kolumbien;;;;;;;5.1;;; Fr. 1.00 
13334;09.11.2012;Kolumbien;;;;;;;5.1;;; Fr. 25'933.00 
13334;09.11.2012;Kolumbien;;;;;;;5.1;;; Fr. 1.00 
13334;09.11.2012;Kolumbien;;;;;;;5.1;;; Fr. 1.00 
13335;09.11.2012;Taiwan, Provinz von China;;;;2B201a1;;;;;; Fr. 227'542.00 
13336;12.11.2012;Deutschland;;;0B002g;;;;;;; Fr. 27'900.00 
13337;12.11.2012;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 121'620.00 
13339;12.11.2012;Russische Föderation;2B350e2;;;;;;;;; Fr. 64'688.00 
13340;12.11.2012;Russische Föderation;;;;2B001a;2B001a;;;;; Fr. 384'554.00 
13341;12.11.2012;Brasilien;;;;2B230;;;;;; Fr. 3'301.00 
13338;13.11.2012;Taiwan, Provinz von China;;;;2B201b1;;;;;; Fr. 193'412.00 
13342;13.11.2012;Katar;;;;;6A005a6b2;;;;; Fr. 616'800.00 
13343;13.11.2012;Indonesien;2B350a3;;;;;;;;; Fr. 64'360.00 
13344;13.11.2012;Indien;;;;;;;5.1;;; Fr. 1'102.00 
13345;13.11.2012;Indien;;;;;;;5.1;;; Fr. 1'900.00 
13346;13.11.2012;Indien;;;;;;;5.1;;; Fr. 1'102.00 
13347;13.11.2012;Frankreich;;;;2B201a1;2B001b2;;;;; Fr. 420'583.00 
13348;13.11.2012;Taiwan, Provinz von China;;;;2B201b1;;;;;; Fr. 185'000.00 
13349;13.11.2012;Taiwan, Provinz von China;;;;2B201b1;;;;;; Fr. 208'000.00 
13350;13.11.2012;Taiwan, Provinz von China;;;;2B201b1;;;;;; Fr. 255'000.00 
13351;13.11.2012;China;;;;2B201a1;;;;;; Fr. 1'064'250.00 
13352;14.11.2012;China;;;;;3A001a2c;;;;; Fr. 15'000.00 
13353;14.11.2012;Taiwan, Provinz von China;;;;2B201b1;2B001c;;;;; Fr. 350'000.00 
13354;14.11.2012;China;2B350g4;;;;;;;;; Fr. 12'247.00 
13355;14.11.2012;Israel;;;;;7B003a;;;;; Fr. 39'000.00 
13356;14.11.2012;Russische Föderation;;2B120;;;7B003a;;;;; Fr. 962'500.00 
13357;14.11.2012;Ägypten;2B350g2;;;;;;;;; Fr. 3'320.00 
13358;14.11.2012;Indien;2B350e1;;;;;;;;; Fr. 89'335.00 
13359;14.11.2012;Indonesien;;;;;5A001i;;;;; Fr. 19'431.00 
13360;14.11.2012;Kuwait;2B350d4;;;;;;;;; Fr. 57'946.00 
13361;14.11.2012;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 14.00 
13362;14.11.2012;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 356.00 
13363;14.11.2012;Iran, Islamische Republik (SG);;;;;;;;;; Fr. 140.00 
13364;15.11.2012;Malaysia;;;;;3B001e;;;;; Fr. 3'624'762.00 
13365;15.11.2012;China;;;;;3A002g2;;;;; Fr. 241'000.00 
13367;15.11.2012;Indien;;;;;;1a;;;; Fr. 10'574.00 
13367;15.11.2012;Indien;;;;;;1a;;;; Fr. 4'031.00 
13368;15.11.2012;Indien;;;;;1;;;;; Fr. 300.00 
13368;15.11.2012;Indien;;;;;1;;;;; Fr. 1'250.00 
13368;15.11.2012;Indien;;;;;;1a;;;; Fr. 7'900.00 
13370;15.11.2012;Indonesien;;;;;5A002a1a;;;;; Fr. 36'000.00 
13371;15.11.2012;Südafrika;;;;;6A002c1;;;;; Fr. 11'300.00 
13366;16.11.2012;Thailand;;;;;;1a;;;; Fr. 960.00 
13372;16.11.2012;Bangladesch;;;;;6A002c1;;;;; Fr. 11'370.00 
13372;16.11.2012;Bangladesch;;;;;6A002c1;;;;; Fr. 11'300.00 
13373;16.11.2012;Indien;;;;;6A002c1;;;;; Fr. 11'000.00 
13373;16.11.2012;Indien;;;;;6A002c1;;;;; Fr. 6'000.00 
13373;16.11.2012;Indien;;;;;6A002a3f;;;;; Fr. 7'500.00 
13374;16.11.2012;Serbien;;;;;6A002c1;;;;; Fr. 23'200.00 
13375;16.11.2012;Singapur;;;;;3A001a2c;;;;; Fr. 339'500.00 
13376;16.11.2012;Jordanien;2B350i7;;;;;;;;; Fr. 90'404.00 
13377;16.11.2012;Jordanien;2B350i7;;;;;;;;; Fr. 8'066.00 
13378;16.11.2012;Indien;;;;;;;5.1;;; Fr. 1'102.00 
13380;16.11.2012;Südafrika;;;;;6A005a6b2;;;;; Fr. 918'390.00 
13382;16.11.2012;Russische Föderation;;;;2B201a1;2B001b2;;;;; Fr. 227'556.00 
13383;16.11.2012;Indien;;;;3A228c;;;;;; Fr. 8'860.00 
13243;19.11.2012;Thailand;;;;;;4c;;;; Fr. 150'000.00 
13296;19.11.2012;Belarus;;;;;;1a;;;; Fr. 16'788.00 
13307;19.11.2012;Vereinigte Staaten;;;;;;1a;;;; Fr. 4'965.00 
13307;19.11.2012;Vereinigte Staaten;;;;;;1a;;;; Fr. 2'400.00 
13307;19.11.2012;Vereinigte Staaten;;;;;;;5.1;;; Fr. 2'000.00 
13384;19.11.2012;Brasilien;;;;2B201a1;;;;;; Fr. 182'342.00 
